actual_arithmetic_source_ccx_class,actual_arithmetic_source_ccx_leading_constant,controlled_additions_per_controlled_multiplier,d,mode,n,per_run_invocation_ratio_regev_over_shor,preserves_regev_target_gate_class,q,qft_ratio_regev_over_shor,regev_controlled_modular_additions_per_run,regev_controlled_multiplier_invocations_per_run,regev_qft_canonical_cx,regev_runs_reference,regev_target_gate_class,regev_total_qubits,run_adjusted_invocation_ratio_vs_one_shor_run,scope,shor_controlled_modular_additions_per_run,shor_controlled_multiplier_invocations_per_run,shor_qft_canonical_cx,shor_total_qubits,verdict
Theta(n^3 log2(n)),80.0,390,14,cover_2n,195,1.005128205128205,False,28,0.07335762828720575,152880,392,11172,18,soft-O(n^(3/2)),783,18.092307692307692,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,152100,390,152295,781,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,392,14,cover_2n,196,1.0,False,28,0.07261146496815286,153664,392,11172,18,soft-O(n^(3/2)),785,18.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,153664,392,153860,785,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,394,15,cover_2n,197,1.0279187817258884,False,27,0.07150991102275578,159570,405,11115,19,soft-O(n^(3/2)),800,19.53045685279188,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,155236,394,155433,789,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,396,15,cover_2n,198,1.0227272727272727,False,27,0.07078986587183309,160380,405,11115,19,soft-O(n^(3/2)),802,19.431818181818183,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,156816,396,157014,793,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,398,15,cover_2n,199,1.0175879396984924,False,27,0.07008064160198735,161190,405,11115,19,soft-O(n^(3/2)),804,19.334170854271356,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,158404,398,158603,797,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,400,15,cover_2n,200,1.0125,False,27,0.06938202247191011,162000,405,11115,19,soft-O(n^(3/2)),806,19.2375,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,160000,400,160200,801,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,402,15,cover_2n,201,1.007462686567164,False,27,0.06869379809029387,162810,405,11115,19,soft-O(n^(3/2)),808,19.14179104477612,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,161604,402,161805,805,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,404,15,cover_2n,202,1.0024752475247525,False,27,0.0680157632574135,163620,405,11115,19,soft-O(n^(3/2)),810,19.047029702970296,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,163216,404,163418,809,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,406,15,cover_2n,203,1.0344827586206897,False,28,0.07252831149001145,170520,420,11970,19,soft-O(n^(3/2)),827,19.655172413793103,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,164836,406,165039,813,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,408,15,cover_2n,204,1.0294117647058822,False,28,0.07181942544459645,171360,420,11970,19,soft-O(n^(3/2)),829,19.558823529411764,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,166464,408,166668,817,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,410,15,cover_2n,205,1.024390243902439,False,28,0.07112088173256885,172200,420,11970,19,soft-O(n^(3/2)),831,19.463414634146343,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,168100,410,168305,821,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,412,15,cover_2n,206,1.0194174757281553,False,28,0.070432480141218,173040,420,11970,19,soft-O(n^(3/2)),833,19.368932038834952,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,169744,412,169950,825,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,414,15,cover_2n,207,1.0144927536231885,False,28,0.06975402527927833,173880,420,11970,19,soft-O(n^(3/2)),835,19.27536231884058,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,171396,414,171603,829,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,416,15,cover_2n,208,1.0096153846153846,False,28,0.06908532643826762,174720,420,11970,19,soft-O(n^(3/2)),837,19.182692307692307,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,173056,416,173264,833,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,418,15,cover_2n,209,1.0047846889952152,False,28,0.06842619745845552,175560,420,11970,19,soft-O(n^(3/2)),839,19.09090909090909,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,174724,418,174933,837,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,420,15,cover_2n,210,1.0,False,28,0.06777645659928656,176400,420,11970,19,soft-O(n^(3/2)),841,19.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,176400,420,176610,841,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,422,15,cover_2n,211,1.0308056872037914,False,29,0.07184721949577946,183570,435,12810,19,soft-O(n^(3/2)),858,19.585308056872037,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,178084,422,178295,845,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,424,15,cover_2n,212,1.025943396226415,False,29,0.0711714114274285,184440,435,12810,19,soft-O(n^(3/2)),860,19.492924528301888,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,179776,424,179988,849,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,426,15,cover_2n,213,1.0211267605633803,False,29,0.07050509386919407,185310,435,12810,19,soft-O(n^(3/2)),862,19.401408450704224,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,181476,426,181689,853,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,428,15,cover_2n,214,1.016355140186916,False,29,0.06984808994645525,186180,435,12810,19,soft-O(n^(3/2)),864,19.310747663551403,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,183184,428,183398,857,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,430,15,cover_2n,215,1.0116279069767442,False,29,0.06920022688598979,187050,435,12810,19,soft-O(n^(3/2)),866,19.22093023255814,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,184900,430,185115,861,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,432,15,cover_2n,216,1.0069444444444444,False,29,0.06856133590237637,187920,435,12810,19,soft-O(n^(3/2)),868,19.131944444444443,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,186624,432,186840,865,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,434,15,cover_2n,217,1.0023041474654377,False,29,0.06793125208805079,188790,435,12810,19,soft-O(n^(3/2)),870,19.043778801843317,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,188356,434,188573,869,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,436,15,cover_2n,218,1.0321100917431192,False,30,0.07211765818594533,196200,450,13725,19,soft-O(n^(3/2)),887,19.610091743119266,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,190096,436,190314,873,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,438,15,cover_2n,219,1.0273972602739727,False,30,0.0714609268833664,197100,450,13725,19,soft-O(n^(3/2)),889,19.52054794520548,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,191844,438,192063,877,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,440,15,cover_2n,220,1.0227272727272727,False,30,0.07081312558043545,198000,450,13725,19,soft-O(n^(3/2)),891,19.431818181818183,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,193600,440,193820,881,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,442,15,cover_2n,221,1.0180995475113122,False,30,0.07017409310529948,198900,450,13725,19,soft-O(n^(3/2)),893,19.34389140271493,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,195364,442,195585,885,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,444,15,cover_2n,222,1.0135135135135136,False,30,0.06954367190587663,199800,450,13725,19,soft-O(n^(3/2)),895,19.256756756756758,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,197136,444,197358,889,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,446,15,cover_2n,223,1.0089686098654709,False,30,0.06892170795273653,200700,450,13725,19,soft-O(n^(3/2)),897,19.170403587443946,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,198916,446,199139,893,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,448,15,cover_2n,224,1.0044642857142858,False,30,0.06830805064500717,201600,450,13725,19,soft-O(n^(3/2)),899,19.084821428571427,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,200704,448,200928,897,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,450,15,cover_2n,225,1.0,False,30,0.06770255271920089,202500,450,13725,19,soft-O(n^(3/2)),901,19.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,202500,450,202725,901,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,452,16,cover_2n,226,1.0265486725663717,False,29,0.06680682540458613,209728,464,13664,20,soft-O(n^(3/2)),917,20.530973451327434,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,204304,452,204530,905,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,454,16,cover_2n,227,1.0220264317180616,False,29,0.06621983784281511,210656,464,13664,20,soft-O(n^(3/2)),919,20.440528634361232,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,206116,454,206343,909,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,456,16,cover_2n,228,1.0175438596491229,False,29,0.06564055264118676,211584,464,13664,20,soft-O(n^(3/2)),921,20.350877192982455,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,207936,456,208164,913,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,458,16,cover_2n,229,1.0131004366812226,False,29,0.06506883562785426,212512,464,13664,20,soft-O(n^(3/2)),923,20.262008733624455,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,209764,458,209993,917,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,460,16,cover_2n,230,1.008695652173913,False,29,0.06450455553981967,213440,464,13664,20,soft-O(n^(3/2)),925,20.17391304347826,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,211600,460,211830,921,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,462,16,cover_2n,231,1.0043290043290043,False,29,0.06394758394758394,214368,464,13664,20,soft-O(n^(3/2)),927,20.086580086580085,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,213444,462,213675,925,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,464,16,cover_2n,232,1.0,False,29,0.06339779518206451,215296,464,13664,20,soft-O(n^(3/2)),929,20.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,215296,464,215528,929,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,466,16,cover_2n,233,1.0300429184549356,False,30,0.06734471385396686,223680,480,14640,20,soft-O(n^(3/2)),947,20.600858369098713,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,217156,466,217389,933,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,468,16,cover_2n,234,1.0256410256410255,False,30,0.06677065375037627,224640,480,14640,20,soft-O(n^(3/2)),949,20.512820512820515,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,219024,468,219258,937,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,470,16,cover_2n,235,1.0212765957446808,False,30,0.06620390259343839,225600,480,14640,20,soft-O(n^(3/2)),951,20.425531914893618,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,220900,470,221135,941,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,472,16,cover_2n,236,1.0169491525423728,False,30,0.06564433683077751,226560,480,14640,20,soft-O(n^(3/2)),953,20.338983050847457,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,222784,472,223020,945,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,474,16,cover_2n,237,1.0126582278481013,False,30,0.06509183550973043,227520,480,14640,20,soft-O(n^(3/2)),955,20.253164556962027,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,224676,474,224913,949,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,476,16,cover_2n,238,1.0084033613445378,False,30,0.06454628021197986,228480,480,14640,20,soft-O(n^(3/2)),957,20.168067226890756,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,226576,476,226814,953,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,478,16,cover_2n,239,1.00418410041841,False,30,0.06400755499009719,229440,480,14640,20,soft-O(n^(3/2)),959,20.0836820083682,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,228484,478,228723,957,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,480,16,cover_2n,240,1.0,False,30,0.06347554630593132,230400,480,14640,20,soft-O(n^(3/2)),961,20.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,230400,480,230640,961,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,482,16,cover_2n,241,1.0290456431535269,False,31,0.06707802119837465,239072,496,15600,20,soft-O(n^(3/2)),979,20.58091286307054,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,232324,482,232565,965,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,484,16,cover_2n,242,1.024793388429752,False,31,0.06652508763400967,240064,496,15600,20,soft-O(n^(3/2)),981,20.49586776859504,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,234256,484,234498,969,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,486,16,cover_2n,243,1.0205761316872428,False,31,0.06597896286145687,241056,496,15600,20,soft-O(n^(3/2)),983,20.411522633744855,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,236196,486,236439,973,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,488,16,cover_2n,244,1.0163934426229508,False,31,0.0654395355470913,242048,496,15600,20,soft-O(n^(3/2)),985,20.327868852459016,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,238144,488,238388,977,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,490,16,cover_2n,245,1.0122448979591836,False,31,0.06490669662360357,243040,496,15600,20,soft-O(n^(3/2)),987,20.244897959183675,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,240100,490,240345,981,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,492,16,cover_2n,246,1.008130081300813,False,31,0.06438033923486443,244032,496,15600,20,soft-O(n^(3/2)),989,20.16260162601626,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,242064,492,242310,985,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,494,16,cover_2n,247,1.0040485829959513,False,31,0.06386035868234793,245024,496,15600,20,soft-O(n^(3/2)),991,20.08097165991903,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,244036,494,244283,989,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,496,16,cover_2n,248,1.0,False,31,0.06334665237306306,246016,496,15600,20,soft-O(n^(3/2)),993,20.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,246016,496,246264,993,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,498,16,cover_2n,249,1.0281124497991967,False,32,0.06702839442020841,254976,512,16640,20,soft-O(n^(3/2)),1011,20.562248995983936,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,248004,498,248253,997,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,500,16,cover_2n,250,1.024,False,32,0.0664935064935065,256000,512,16640,20,soft-O(n^(3/2)),1013,20.48,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,250000,500,250250,1001,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,502,16,cover_2n,251,1.0199203187250996,False,32,0.06596499573843928,257024,512,16640,20,soft-O(n^(3/2)),1015,20.39840637450199,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,252004,502,252255,1005,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,504,16,cover_2n,252,1.0158730158730158,False,32,0.06544276118111599,258048,512,16640,20,soft-O(n^(3/2)),1017,20.317460317460316,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,254016,504,254268,1009,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,506,16,cover_2n,253,1.0118577075098814,False,32,0.0649267038382451,259072,512,16640,20,soft-O(n^(3/2)),1019,20.23715415019763,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,256036,506,256289,1013,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,508,16,cover_2n,254,1.0078740157480315,False,32,0.06441672667022817,260096,512,16640,20,soft-O(n^(3/2)),1021,20.15748031496063,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,258064,508,258318,1017,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,510,16,cover_2n,255,1.003921568627451,False,32,0.06391273453553802,261120,512,16640,20,soft-O(n^(3/2)),1023,20.07843137254902,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,260100,510,260355,1021,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,512,16,cover_2n,256,1.0,False,32,0.06341463414634146,262144,512,16640,20,soft-O(n^(3/2)),1025,20.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,262144,512,262400,1025,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,514,17,cover_2n,257,1.0252918287937742,False,31,0.06267654365804132,270878,527,16575,21,soft-O(n^(3/2)),1042,21.53112840466926,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,264196,514,264453,1029,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,516,17,cover_2n,258,1.0213178294573644,False,31,0.06219185483689412,271932,527,16575,21,soft-O(n^(3/2)),1044,21.447674418604652,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,266256,516,266514,1033,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,518,17,cover_2n,259,1.0173745173745175,False,31,0.061712766630799415,272986,527,16575,21,soft-O(n^(3/2)),1046,21.364864864864863,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,268324,518,268583,1037,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,520,17,cover_2n,260,1.0134615384615384,False,31,0.061239193083573486,274040,527,16575,21,soft-O(n^(3/2)),1048,21.282692307692308,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,270400,520,270660,1041,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,522,17,cover_2n,261,1.0095785440613028,False,31,0.06077104988175769,275094,527,16575,21,soft-O(n^(3/2)),1050,21.201149425287355,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,272484,522,272745,1045,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,524,17,cover_2n,262,1.0057251908396947,False,31,0.06030825431708861,276148,527,16575,21,soft-O(n^(3/2)),1052,21.120229007633586,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,274576,524,274838,1049,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,526,17,cover_2n,263,1.0019011406844107,False,31,0.05985072524996479,277202,527,16575,21,soft-O(n^(3/2)),1054,21.039923954372625,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,276676,526,276939,1053,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,528,17,cover_2n,264,1.0303030303030303,False,32,0.06335827527880508,287232,544,17680,21,soft-O(n^(3/2)),1073,21.636363636363637,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,278784,528,279048,1057,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,530,17,cover_2n,265,1.0264150943396226,False,32,0.06288122632617858,288320,544,17680,21,soft-O(n^(3/2)),1075,21.554716981132074,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,280900,530,281165,1061,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,532,17,cover_2n,266,1.0225563909774436,False,32,0.06240954498923365,289408,544,17680,21,soft-O(n^(3/2)),1077,21.473684210526315,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,283024,532,283290,1065,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,534,17,cover_2n,267,1.0187265917602997,False,32,0.061943151042487814,290496,544,17680,21,soft-O(n^(3/2)),1079,21.39325842696629,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,285156,534,285423,1069,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,536,17,cover_2n,268,1.0149253731343284,False,32,0.061481965753710476,291584,544,17680,21,soft-O(n^(3/2)),1081,21.313432835820894,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,287296,536,287564,1073,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,538,17,cover_2n,269,1.0111524163568772,False,32,0.061025911850693615,292672,544,17680,21,soft-O(n^(3/2)),1083,21.234200743494423,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,289444,538,289713,1077,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,540,17,cover_2n,270,1.0074074074074073,False,32,0.06057491348888203,293760,544,17680,21,soft-O(n^(3/2)),1085,21.155555555555555,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,291600,540,291870,1081,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,542,17,cover_2n,271,1.003690036900369,False,32,0.060128896219837774,294848,544,17680,21,soft-O(n^(3/2)),1087,21.077490774907748,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,293764,542,294035,1085,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,544,17,cover_2n,272,1.0,False,32,0.05968778696051423,295936,544,17680,21,soft-O(n^(3/2)),1089,21.0,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,295936,544,296208,1089,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,546,17,cover_2n,273,1.0274725274725274,False,33,0.0628977609764435,306306,561,18768,21,soft-O(n^(3/2)),1108,21.576923076923077,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,298116,546,298389,1093,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,548,17,cover_2n,274,1.0237226277372262,False,33,0.062439699512273024,307428,561,18768,21,soft-O(n^(3/2)),1110,21.498175182481752,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,300304,548,300578,1097,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,550,17,cover_2n,275,1.02,False,33,0.06198662373049294,308550,561,18768,21,soft-O(n^(3/2)),1112,21.42,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,302500,550,302775,1101,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,552,17,cover_2n,276,1.016304347826087,False,33,0.06153846153846154,309672,561,18768,21,soft-O(n^(3/2)),1114,21.342391304347824,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,304704,552,304980,1105,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,554,17,cover_2n,277,1.0126353790613718,False,33,0.06109514214191079,310794,561,18768,21,soft-O(n^(3/2)),1116,21.26534296028881,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,306916,554,307193,1109,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,556,17,cover_2n,278,1.0089928057553956,False,33,0.06065659601698695,311916,561,18768,21,soft-O(n^(3/2)),1118,21.18884892086331,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,309136,556,309414,1113,FAILS_REGEV_COMPLEXITY_FIDELITY
Theta(n^3 log2(n)),80.0,558,17,cover_2n,279,1.0053763440860215,False,33,0.060222754882991114,313038,561,18768,21,soft-O(n^(3/2)),1120,21.112903225806452,static certificate for the supplied serial binary repeated-squaring architecture; not a lower bound for Regev-style factoring,311364,558,311643,1117,FAILS_REGEV_COMPLEXITY_FIDELITY
